macrostate,P_up,P_down,term_1,term_2
310,0.0022237834,0.0036179837221999994,-2.2909532214776635e-17,4.345986798858372e-38
311,0.0019515853669,0.0030584626708000003,-2.3176083244391837e-17,3.5650678329570757e-38
312,0.0019299662092000002,0.0028500786877,-2.320841653416445e-17,3.9100283155335667e-38
313,0.0019196218217000002,0.0031261115246999996,-2.344821363150352e-17,4.4297616718965597e-38
314,0.0021999322505,0.0030661252191,-2.329818665992439e-17,3.937650518568677e-38
315,0.002336205386,0.0028816645049,-2.332598020996262e-17,4.1318969086161504e-38
316,0.0019495010690000001,0.0032529591316,-2.3630688609659707e-17,3.66869800989728e-38
317,0.0021269882065,0.0031349042826000002,-2.3454357072242453e-17,5.101927513321189e-38
318,0.0022465992906,0.0034639140176,-2.3538026852075136e-17,5.092845576942561e-38
319,0.0021273206445,0.0024485227755,-2.3648220677720252e-17,4.4658219226714055e-38
